carrier_philosophy,adjuster_type,ia_skill_level,carrier_engineer,property_type,property_age_years,loss_type,is_catastrophe,geographic_setting,policy_type,total_insured_value,prior_claims_count,supplements_issued,carrier_estimate,demand_estimate,dispute_amount,dispute_percentage,pa_involved,pa_attorney,pa_firm_type,is_roof_dispute,coverage_dispute,line_items_disputed,trades_involved,mitigation_performed,mitigation_cost,mitigation_disputed_pct,complexity_class,estimated_timeline_days,award_amount,award_position_pct,carrier_to_award_delta,carrier_to_award_delta_pct,demand_to_award_delta,demand_to_award_delta_pct,appraisal_outcome
moderate,independent,low,False,residential,37,hail,False,urban,RCV,416362.0,1,0,38122.66,51563.48,13440.81,35.26,False,False,,True,True,21,1,False,0.0,0.0,High-Complexity,303,51563.48,100.0,13440.81,35.26,0.0,0.0,Policyholder Favorable
liberal,independent,high,False,residential,39,water,False,suburban,ACV,288760.18,1,0,46114.27,64608.65,18494.37,40.11,False,False,,False,False,55,4,False,0.0,0.0,Complex,127,52141.46,32.59,6027.19,13.07,12467.19,19.3,Carrier Favorable
liberal,staff,,False,residential,20,hail,False,rural,ACV,355761.98,0,0,52385.13,81868.97,29483.83,56.28,True,False,local,True,False,7,3,False,0.0,0.0,Simple,45,71611.24,65.21,19226.11,36.7,10257.72,12.53,Policyholder Favorable
moderate,independent,low,False,residential,25,hail,False,suburban,ACV,433485.44,1,4,37535.38,79592.78,42057.41,112.05,True,False,local,False,True,37,2,False,0.0,0.0,High-Complexity,278,78873.64,98.29,41338.27,110.13,719.14,0.9,Policyholder Favorable
moderate,independent,low,False,residential,13,hurricane,True,rural,RCV,498301.35,0,1,42996.66,54710.45,11713.79,27.24,False,False,,True,False,7,2,False,0.0,0.0,Moderate,62,53211.07,87.2,10214.4,23.76,1499.38,2.74,Policyholder Favorable
liberal,independent,high,False,residential,30,hail,True,suburban,RCV,212459.64,0,2,11865.21,33560.97,21695.76,182.85,False,False,,False,False,49,3,True,22221.27,0.15,Simple,52,19043.2,33.08,7177.98,60.5,14517.77,43.26,Carrier Favorable
moderate,staff,,False,residential,17,vehicle_impact,False,rural,RCV,324878.55,0,3,31299.9,76266.2,44966.3,143.66,True,True,national,False,False,19,4,True,23081.88,0.42,High-Complexity,220,76266.2,100.0,44966.3,143.66,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,7,wind,False,rural,ACV,401601.51,2,0,72106.03,244264.28,172158.25,238.76,True,False,local,True,False,14,2,False,0.0,0.0,Complex,124,84654.75,7.29,12548.72,17.4,159609.52,65.34,Carrier Favorable
moderate,independent,medium,False,residential,40,vehicle_impact,False,rural,RCV,496225.89,0,3,62458.73,150879.83,88421.1,141.57,True,False,local,False,False,52,4,False,0.0,0.0,High-Complexity,223,125794.07,71.63,63335.33,101.4,25085.76,16.63,Policyholder Favorable
liberal,staff,,False,residential,33,water,False,urban,RCV,590137.25,1,0,102240.21,116095.54,13855.33,13.55,True,True,local,False,False,24,5,False,0.0,0.0,Complex,145,108833.8,47.59,6593.59,6.45,7261.74,6.25,Split Decision
moderate,staff,,False,residential,38,vehicle_impact,False,urban,ACV,230591.98,3,0,14939.46,20656.35,5716.89,38.27,False,False,,False,False,14,5,False,0.0,0.0,Complex,102,17353.26,42.22,2413.79,16.16,3303.09,15.99,Split Decision
liberal,staff,,False,residential,9,fire,False,urban,RCV,596709.15,1,1,80187.73,121174.63,40986.89,51.11,False,False,,False,True,111,8,True,3034.11,0.08,High-Complexity,187,105754.94,62.38,25567.21,31.88,15419.68,12.73,Policyholder Favorable
tight,independent,low,False,residential,21,wind,False,rural,RCV,547842.43,0,2,62353.72,204648.34,142294.62,228.21,True,True,national,False,False,43,2,False,0.0,0.0,High-Complexity,194,204648.34,100.0,142294.62,228.21,0.0,0.0,Policyholder Favorable
liberal,independent,medium,False,residential,12,fire,False,urban,ACV,299867.58,0,0,39431.51,69712.3,30280.8,76.79,True,False,local,False,False,138,10,True,22025.39,0.48,High-Complexity,243,65371.24,85.66,25939.74,65.78,4341.06,6.23,Policyholder Favorable
moderate,independent,medium,False,residential,39,fire,False,suburban,RCV,290696.47,1,1,35224.13,70153.46,34929.34,99.16,False,False,,False,False,73,6,True,19791.71,0.07,High-Complexity,243,52342.72,49.01,17118.59,48.6,17810.75,25.39,Split Decision
moderate,independent,medium,False,residential,14,fire,False,urban,RCV,470957.25,0,0,41233.04,95943.45,54710.41,132.69,True,False,regional,False,False,168,11,False,0.0,0.0,High-Complexity,264,82887.13,76.14,41654.09,101.02,13056.32,13.61,Policyholder Favorable
moderate,independent,medium,False,residential,14,wind,False,rural,RCV,338754.39,0,1,20468.12,23243.51,2775.39,13.56,False,False,,True,False,16,2,False,0.0,0.0,Moderate,44,23033.79,92.44,2565.67,12.53,209.72,0.9,Policyholder Favorable
liberal,staff,,False,residential,8,hail,True,rural,RCV,270877.0,0,0,48688.62,91900.61,43211.99,88.75,True,False,local,False,False,13,3,True,23655.26,0.47,Moderate,62,61942.08,30.67,13253.46,27.22,29958.53,32.6,Carrier Favorable
moderate,staff,,False,residential,52,hail,False,suburban,RCV,418678.27,2,0,62298.99,88987.41,26688.42,42.84,False,False,,False,False,32,3,False,0.0,0.0,Complex,149,76351.33,52.65,14052.34,22.56,12636.08,14.2,Split Decision
moderate,staff,,False,residential,23,vehicle_impact,False,urban,RCV,463487.06,0,1,43778.04,66427.21,22649.17,51.74,False,False,,False,False,18,4,True,5968.05,0.34,Complex,114,60718.67,74.8,16940.63,38.7,5708.55,8.59,Policyholder Favorable
liberal,staff,,False,residential,18,hail,False,rural,ACV,263321.56,0,0,46130.95,89449.05,43318.1,93.9,True,False,local,True,False,17,1,False,0.0,0.0,Simple,46,58886.91,29.45,12755.96,27.65,30562.14,34.17,Carrier Favorable
moderate,staff,,False,residential,52,fire,False,rural,RCV,246543.39,1,1,36800.71,68253.03,31452.32,85.47,True,False,local,False,False,133,11,False,0.0,0.0,High-Complexity,232,61184.5,77.53,24383.79,66.26,7068.53,10.36,Policyholder Favorable
moderate,staff,,False,residential,16,hail,False,suburban,RCV,238291.62,0,0,23104.17,25878.65,2774.48,12.01,False,False,,True,False,20,3,False,0.0,0.0,Simple,39,25878.65,100.0,2774.48,12.01,0.0,0.0,Policyholder Favorable
tight,independent,medium,False,residential,15,water,False,suburban,ACV,300467.71,1,1,34673.14,94758.46,60085.32,173.29,True,True,national,False,False,55,4,True,13824.2,0.19,High-Complexity,202,94033.85,98.79,59360.7,171.2,724.61,0.76,Policyholder Favorable
moderate,staff,,False,residential,7,hail,False,suburban,ACV,510516.19,0,0,86574.18,119140.13,32565.94,37.62,False,False,,True,False,18,3,False,0.0,0.0,Simple,44,97373.11,33.16,10798.93,12.47,21767.02,18.27,Carrier Favorable
moderate,staff,,False,residential,19,water,False,urban,RCV,578702.41,1,1,60542.06,95669.12,35127.05,58.02,True,True,regional,False,False,21,4,True,7701.09,0.42,High-Complexity,208,82879.43,63.59,22337.37,36.9,12789.69,13.37,Policyholder Favorable
moderate,staff,,False,residential,7,hail,False,urban,RCV,465118.51,2,0,57050.82,117111.78,60060.96,105.28,True,True,local,False,False,38,1,False,0.0,0.0,High-Complexity,248,90007.24,54.87,32956.42,57.77,27104.54,23.14,Split Decision
moderate,staff,,False,residential,8,water,False,urban,RCV,459242.01,2,0,32682.48,52474.72,19792.23,60.56,True,True,national,False,False,36,3,False,0.0,0.0,High-Complexity,250,52474.72,100.0,19792.23,60.56,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,35,hail,False,rural,ACV,206480.16,1,0,16838.0,29321.53,12483.53,74.14,False,False,,True,False,16,3,True,22468.01,0.6,Complex,151,29321.53,100.0,12483.53,74.14,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,6,hail,False,urban,RCV,449092.91,1,2,74827.11,230945.02,156117.91,208.64,True,True,regional,True,False,19,1,False,0.0,0.0,High-Complexity,286,92771.26,11.49,17944.15,23.98,138173.76,59.83,Carrier Favorable
moderate,staff,,False,residential,31,water,False,suburban,RCV,502533.71,0,1,49687.28,96510.9,46823.63,94.24,True,True,national,False,False,28,2,False,0.0,0.0,High-Complexity,245,84341.96,74.01,34654.69,69.75,12168.94,12.61,Policyholder Favorable
moderate,staff,,False,residential,29,water,False,urban,RCV,526110.53,2,0,97234.79,224831.94,127597.15,131.23,True,True,national,False,False,15,5,False,0.0,0.0,High-Complexity,273,149776.99,41.18,52542.2,54.04,75054.95,33.38,Split Decision
moderate,independent,medium,False,residential,24,hail,True,suburban,RCV,501388.84,2,1,59314.64,105849.43,46534.79,78.45,True,False,regional,False,False,28,2,False,0.0,0.0,Moderate,59,81473.49,47.62,22158.85,37.36,24375.94,23.03,Split Decision
moderate,independent,low,False,residential,24,wind,False,urban,RCV,559174.12,1,4,45569.9,77010.22,31440.32,68.99,True,False,regional,False,False,46,2,False,0.0,0.0,Complex,106,77010.22,100.0,31440.32,68.99,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,19,hurricane,True,rural,RCV,335722.11,0,0,34649.64,82161.62,47511.98,137.12,True,False,local,True,False,24,2,True,17136.35,0.6,Moderate,98,43761.73,19.18,9112.09,26.3,38399.89,46.74,Carrier Favorable
liberal,staff,,False,residential,47,hail,False,urban,RCV,345458.14,0,0,52426.31,67236.84,14810.53,28.25,False,False,,False,False,38,3,True,7848.01,0.18,Simple,54,60631.0,55.4,8204.7,15.65,6605.84,9.82,Split Decision
moderate,staff,,False,residential,37,wind,False,urban,RCV,322788.91,0,2,63964.64,165745.42,101780.79,159.12,True,False,national,True,False,9,2,False,0.0,0.0,Moderate,51,72205.74,8.1,8241.1,12.88,93539.69,56.44,Carrier Favorable
tight,staff,,False,residential,18,hail,False,suburban,RCV,401418.79,0,2,48137.12,97326.06,49188.95,102.19,True,False,national,False,False,41,3,False,0.0,0.0,High-Complexity,232,94676.86,94.61,46539.74,96.68,2649.21,2.72,Policyholder Favorable
moderate,staff,,False,residential,32,hail,False,urban,RCV,541922.31,3,1,42879.29,86230.31,43351.02,101.1,True,True,regional,True,False,13,2,False,0.0,0.0,Complex,153,56771.44,32.05,13892.15,32.4,29458.87,34.16,Carrier Favorable
moderate,staff,,False,residential,30,water,False,rural,RCV,223642.33,1,0,12757.89,14498.78,1740.89,13.65,False,False,,False,False,73,5,False,0.0,0.0,High-Complexity,243,13429.67,38.59,671.78,5.27,1069.11,7.37,Carrier Favorable
tight,independent,low,False,residential,17,hail,False,suburban,RCV,357258.85,0,1,35144.15,42871.39,7727.24,21.99,False,False,,True,False,15,3,True,6117.73,0.48,High-Complexity,313,42871.39,100.0,7727.24,21.99,0.0,0.0,Policyholder Favorable
liberal,staff,,False,residential,12,fire,False,suburban,ACV,556055.22,1,2,75224.73,129862.44,54637.71,72.63,True,False,national,False,True,114,5,True,17542.51,0.37,High-Complexity,258,104617.3,53.8,29392.57,39.07,25245.14,19.44,Split Decision
moderate,staff,,False,residential,29,hail,False,urban,RCV,479735.79,0,0,38073.43,83600.0,45526.57,119.58,True,False,local,True,True,13,2,False,0.0,0.0,Complex,160,47359.4,20.4,9285.96,24.39,36240.61,43.35,Carrier Favorable
moderate,staff,,False,residential,16,hail,False,suburban,RCV,397808.45,0,0,57302.42,77052.19,19749.77,34.47,False,False,,True,False,14,3,False,0.0,0.0,Moderate,66,76438.62,96.89,19136.2,33.4,613.58,0.8,Policyholder Favorable
moderate,independent,low,False,residential,5,hail,False,suburban,RCV,360125.13,1,3,44730.53,116873.68,72143.15,161.28,True,True,regional,False,False,11,1,True,16935.71,0.4,High-Complexity,146,113808.05,95.75,69077.52,154.43,3065.63,2.62,Policyholder Favorable
moderate,independent,medium,False,residential,14,water,False,urban,RCV,554515.29,0,0,40533.14,95661.95,55128.81,136.01,True,False,local,False,False,78,2,True,9556.84,0.03,Complex,135,80933.02,73.28,40399.88,99.67,14728.93,15.4,Policyholder Favorable
moderate,independent,low,False,residential,18,fire,False,suburban,RCV,439987.14,0,0,52019.21,70370.35,18351.14,35.28,False,False,,False,False,155,4,True,23302.72,0.52,High-Complexity,230,70370.35,100.0,18351.14,35.28,0.0,0.0,Policyholder Favorable
moderate,independent,high,False,residential,41,hail,False,urban,ACV,325167.82,2,0,28565.09,43457.42,14892.34,52.13,False,False,,False,True,36,1,True,18215.94,0.45,High-Complexity,244,35281.73,45.1,6716.65,23.51,8175.69,18.81,Split Decision
moderate,staff,,False,residential,12,fire,False,rural,ACV,256797.7,0,0,25401.45,60109.2,34707.75,136.64,True,False,local,False,False,76,8,True,16076.2,0.18,High-Complexity,102,51958.14,76.52,26556.69,104.55,8151.06,13.56,Policyholder Favorable
tight,staff,,False,residential,6,wind,True,urban,RCV,358702.02,0,1,46455.27,121529.96,75074.69,161.61,True,False,national,False,False,58,3,False,0.0,0.0,Complex,151,109438.22,83.89,62982.95,135.58,12091.74,9.95,Policyholder Favorable
liberal,staff,,False,residential,77,hurricane,True,suburban,ACV,501139.46,1,1,42484.7,51962.23,9477.53,22.31,False,False,,False,True,36,3,False,0.0,0.0,Complex,131,47369.37,51.54,4884.67,11.5,4592.86,8.84,Split Decision
moderate,independent,high,False,residential,21,hail,False,suburban,ACV,299441.95,0,0,19345.46,23954.16,4608.7,23.82,False,False,,False,True,21,2,False,0.0,0.0,Complex,143,20456.67,24.11,1111.21,5.74,3497.49,14.6,Carrier Favorable
tight,independent,medium,False,residential,19,vehicle_impact,False,rural,RCV,535999.1,0,1,99387.14,324645.34,225258.2,226.65,True,False,regional,False,False,53,3,False,0.0,0.0,High-Complexity,205,258921.88,70.82,159534.74,160.52,65723.46,20.24,Policyholder Favorable
moderate,staff,,False,residential,17,hail,True,rural,ACV,442370.48,0,1,72186.25,151029.62,78843.37,109.22,True,False,local,False,False,21,2,False,0.0,0.0,Simple,45,109913.15,47.85,37726.89,52.26,41116.47,27.22,Split Decision
moderate,staff,,False,residential,16,hail,False,rural,RCV,579111.88,0,3,107132.7,132527.05,25394.35,23.7,False,False,,True,False,6,1,False,0.0,0.0,Moderate,73,123380.77,63.98,16248.07,15.17,9146.28,6.9,Policyholder Favorable
moderate,independent,low,False,residential,31,wind,False,suburban,ACV,434604.71,0,3,25544.9,47979.06,22434.16,87.82,True,False,local,False,False,31,3,False,0.0,0.0,Complex,113,42301.98,74.69,16757.08,65.6,5677.08,11.83,Policyholder Favorable
tight,independent,low,False,residential,25,wind,True,urban,RCV,413823.69,0,0,48704.74,86490.94,37786.2,77.58,False,False,,True,False,13,1,True,23079.25,0.2,Moderate,99,63618.9,39.47,14914.16,30.62,22872.04,26.44,Carrier Favorable
moderate,independent,high,False,residential,14,hail,False,suburban,RCV,518520.27,1,0,72700.49,148643.09,75942.6,104.46,True,True,national,False,False,34,2,False,0.0,0.0,High-Complexity,282,107752.36,46.16,35051.87,48.21,40890.73,27.51,Split Decision
moderate,staff,,False,residential,11,hail,False,suburban,RCV,482911.56,0,3,39066.1,80433.1,41367.0,105.89,True,False,local,True,False,6,3,False,0.0,0.0,Moderate,36,56040.07,41.03,16973.97,43.45,24393.02,30.33,Split Decision
tight,independent,medium,True,residential,40,hurricane,True,suburban,ACV,235253.77,1,2,22228.03,96433.41,74205.38,333.84,True,False,local,True,True,15,2,False,0.0,0.0,High-Complexity,206,65179.94,57.88,42951.91,193.23,31253.47,32.41,Split Decision
tight,staff,,False,residential,44,fire,False,suburban,RCV,249642.95,0,1,19364.23,52880.19,33515.96,173.08,True,True,local,False,False,168,7,False,0.0,0.0,High-Complexity,247,44045.7,73.64,24681.47,127.46,8834.49,16.71,Policyholder Favorable
liberal,independent,high,False,residential,7,hail,True,rural,ACV,544995.85,0,0,31309.59,35230.88,3921.29,12.52,False,False,,True,False,10,1,False,0.0,0.0,Simple,36,32136.1,21.08,826.51,2.64,3094.78,8.78,Carrier Favorable
moderate,independent,low,False,residential,20,hurricane,True,urban,RCV,368685.05,0,4,35829.27,57564.16,21734.88,60.66,True,False,local,False,False,20,2,False,0.0,0.0,Moderate,66,49197.15,61.5,13367.88,37.31,8367.01,14.54,Policyholder Favorable
tight,staff,,True,residential,8,wind,True,urban,RCV,288127.64,0,0,37434.71,60385.4,22950.68,61.31,False,False,,True,False,16,3,True,19290.73,0.54,High-Complexity,217,55421.92,78.37,17987.21,48.05,4963.48,8.22,Policyholder Favorable
moderate,staff,,False,residential,11,water,False,suburban,RCV,261943.03,0,2,52212.23,99307.48,47095.25,90.2,True,False,national,False,False,30,3,True,18003.28,0.57,High-Complexity,141,84191.31,67.9,31979.09,61.25,15116.17,15.22,Policyholder Favorable
tight,independent,low,False,residential,47,wind,False,rural,RCV,451400.87,0,3,59157.73,145851.05,86693.33,146.55,True,True,local,False,False,13,3,False,0.0,0.0,High-Complexity,275,145851.05,100.0,86693.33,146.55,0.0,0.0,Policyholder Favorable
moderate,independent,medium,False,residential,16,hurricane,True,suburban,ACV,292154.66,0,0,18663.14,24838.52,6175.38,33.09,False,False,,False,False,35,1,False,0.0,0.0,Moderate,66,22690.82,65.22,4027.68,21.58,2147.7,8.65,Policyholder Favorable
tight,independent,medium,False,residential,2,hail,False,rural,RCV,563972.06,1,1,95817.54,247120.75,151303.21,157.91,True,False,regional,False,True,59,3,False,0.0,0.0,High-Complexity,254,197384.76,67.13,101567.23,106.0,49735.99,20.13,Policyholder Favorable
liberal,staff,,False,residential,11,hail,False,rural,RCV,512019.23,0,1,51155.55,63290.19,12134.64,23.72,False,False,,True,False,17,3,False,0.0,0.0,Simple,38,61608.26,86.14,10452.72,20.43,1681.92,2.66,Policyholder Favorable
moderate,independent,low,False,residential,22,hail,True,urban,ACV,382823.86,0,0,41346.9,61800.18,20453.28,49.47,False,False,,True,False,5,3,False,0.0,0.0,Moderate,89,61088.49,96.52,19741.59,47.75,711.69,1.15,Policyholder Favorable
moderate,independent,high,False,residential,19,wind,False,suburban,RCV,229733.84,0,0,36052.67,86096.18,50043.51,138.81,True,True,national,True,False,11,2,False,0.0,0.0,Complex,122,45090.24,18.06,9037.56,25.07,41005.94,47.63,Carrier Favorable
moderate,staff,,False,residential,19,fire,False,urban,ACV,205464.67,2,0,20623.83,54731.48,34107.65,165.38,True,False,regional,False,True,138,4,True,7511.85,0.02,High-Complexity,79,47162.32,77.81,26538.49,128.68,7569.17,13.83,Policyholder Favorable
moderate,independent,medium,False,residential,16,hail,False,suburban,ACV,299052.66,0,1,29553.24,64655.68,35102.43,118.78,True,False,regional,False,True,13,3,False,0.0,0.0,High-Complexity,234,61764.1,91.76,32210.86,108.99,2891.58,4.47,Policyholder Favorable
moderate,independent,medium,False,residential,18,hail,False,suburban,ACV,311307.06,0,0,29673.08,40677.57,11004.5,37.09,False,False,,False,False,21,1,False,0.0,0.0,Moderate,74,37101.68,67.51,7428.6,25.03,3575.9,8.79,Policyholder Favorable
tight,independent,low,False,residential,21,fire,False,suburban,ACV,548634.35,0,0,40066.12,90746.92,50680.8,126.49,True,False,local,False,False,193,11,True,8975.51,0.43,High-Complexity,199,83455.74,85.61,43389.63,108.3,7291.18,8.03,Policyholder Favorable
liberal,staff,,False,residential,37,wind,False,suburban,RCV,464927.17,1,1,75676.07,91557.93,15881.86,20.99,False,False,,True,False,15,2,False,0.0,0.0,Simple,40,84922.2,58.22,9246.13,12.22,6635.73,7.25,Split Decision
moderate,staff,,False,residential,18,wind,False,urban,RCV,321649.54,1,0,46401.5,71400.63,24999.13,53.88,True,False,regional,False,False,59,3,False,0.0,0.0,Moderate,64,58051.23,46.6,11649.73,25.11,13349.4,18.7,Split Decision
moderate,independent,low,False,residential,23,hail,True,rural,RCV,242684.73,1,4,23226.62,35985.21,12758.59,54.93,True,True,local,False,False,47,1,False,0.0,0.0,High-Complexity,199,35032.37,92.53,11805.75,50.83,952.85,2.65,Policyholder Favorable
